environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples,action_2_samples,action_3_samples,action_4_samples,action_5_samples,action_6_samples,action_7_samples,action_8_samples,action_9_samples,action_10_samples,action_11_samples,action_12_samples,action_13_samples,action_14_samples,action_15_samples,action_16_samples,action_17_samples,action_18_samples,action_19_samples,action_20_samples,action_21_samples,action_22_samples,action_23_samples,action_24_samples,action_25_samples,action_26_samples,action_27_samples,action_28_samples,action_29_samples,action_30_samples,action_31_samples,action_32_samples,action_33_samples,action_34_samples,action_35_samples,action_36_samples,action_37_samples,action_38_samples,action_39_samples,action_40_samples,action_41_samples,action_42_samples,action_43_samples,action_44_samples,action_45_samples,action_46_samples,action_47_samples,action_48_samples,action_49_samples
11000,1094,0.012181665748357773,0.02049189619719982,0.03697549179196358,0.012181665748357773,0.012181665748357773,0.11949189619719983,0.11949189619719983,0.13697549179196358,0.13697549179196358,1,0.9267822736030829,5291,166,7,146,26,49,547,13,325,521,229,50,27,29,33,40,17,12,13,109,195,27,782,136,9,42,11,66,9,13,240,13,28,203,356,14,16,13,31,56,33,43,10,256,10,162,13,15,38,80,12
12000,1194,0.010790716856718063,0.027230042964220047,0.1457957923412323,0.010790716856718063,0.010790716856718063,0.12623004296422005,0.12623004296422005,0.2457957923412323,0.2457957923412323,1,0.9297314680816852,5782,168,9,146,27,50,548,15,325,521,230,50,30,29,34,40,18,13,14,111,196,33,782,151,102,42,14,66,10,14,241,13,28,204,690,14,17,15,33,57,33,43,12,256,13,162,13,16,40,80,13
13000,1294,0.0115286186337471,0.02644210308790207,-0.0011867862194776535,0.0115286186337471,0.0115286186337471,0.12544210308790207,0.12544210308790207,0.09881321378052235,0.09881321378052235,1,0.9310754604872252,6268,168,10,146,27,50,548,15,328,582,230,50,30,29,34,41,20,14,14,111,196,125,783,152,102,44,16,67,11,14,241,14,29,206,978,16,18,17,35,58,34,43,12,256,15,173,13,16,42,82,13
14000,1394,0.0012688320130109787,0.024069057777523994,0.003222815692424774,0.0012688320130109787,0.0012688320130109787,0.123069057777524,0.123069057777524,0.10322281569242478,0.10322281569242478,1,0.9314388191474686,6752,170,10,146,29,50,551,15,330,583,230,50,31,29,35,42,20,16,14,111,196,125,949,152,102,46,20,68,11,14,270,14,30,264,979,16,18,44,38,58,34,44,13,256,15,302,14,18,43,83,53
15000,1494,0.010495316237211227,0.02570302039384842,0.06800736486911774,0.010495316237211227,0.010495316237211227,0.12470302039384842,0.12470302039384842,0.16800736486911774,0.16800736486911774,1,0.9329896907216495,7240,173,11,541,29,50,554,18,330,586,231,51,32,31,36,43,22,18,15,114,197,125,950,154,106,46,20,70,11,14,271,15,30,265,979,16,21,45,39,60,35,44,14,259,17,305,14,19,44,84,86
16000,1594,-0.0157629381865263,0.029249703511595726,-0.0001595546491444111,-0.0157629381865263,0.0157629381865263,0.12824970351159573,0.12824970351159573,0.0998404453508556,0.0998404453508556,1,0.9334219429676172,7725,209,97,727,30,51,555,19,331,587,232,52,32,32,38,43,22,18,17,115,197,256,951,156,106,47,22,71,12,14,272,16,31,268,979,16,25,46,43,61,35,45,14,260,17,305,14,21,44,85,88
17000,1694,0.002031075768172741,0.008071151562035084,0.014043258503079414,0.002031075768172741,0.002031075768172741,0.10707115156203509,0.10707115156203509,0.11404325850307942,0.11404325850307942,1,0.9216683621566633,8154,232,97,894,31,51,557,19,332,595,234,52,32,32,38,44,23,18,17,116,199,257,951,156,107,49,23,72,120,14,272,16,33,270,980,16,26,47,45,62,37,46,17,260,47,358,16,21,45,86,91
18000,1794,-0.0056540146470069885,0.005343127995729446,0.0728454440832138,-0.0056540146470069885,0.0056540146470069885,0.10434312799572945,0.10434312799572945,0.1728454440832138,0.1728454440832138,1,0.9029495718363464,8541,233,97,894,31,51,557,19,333,921,234,52,36,32,39,45,23,19,17,116,200,257,951,156,138,49,24,73,121,14,274,16,34,270,980,18,27,47,45,64,38,47,17,260,50,359,16,22,45,89,91
19000,1894,-0.006108906120061874,0.005063805729150772,0.041558638215065,-0.006108906120061874,0.006108906120061874,0.10406380572915078,0.10406380572915078,0.141558638215065,0.141558638215065,1,0.8852068657604921,8922,236,147,894,31,52,557,20,334,921,236,53,36,33,39,45,23,20,18,116,200,259,953,157,427,50,24,73,122,15,277,17,35,271,983,21,29,48,46,64,39,48,18,261,50,359,16,22,46,89,91
20000,1994,0.01234244555234909,0.05809925124049187,0.04024376720190048,0.01234244555234909,0.01234244555234909,0.15709925124049187,0.15709925124049187,0.1402437672019005,0.1402437672019005,1,0.8802293879853342,9363,238,495,894,32,54,557,21,334,924,236,53,36,35,39,46,23,20,20,117,203,260,953,158,427,50,25,73,123,15,278,18,35,273,985,22,29,50,48,64,41,50,20,264,96,360,18,22,47,91,91
21000,2094,-0.009081026539206505,0.04868098720908165,0.009468347765505314,-0.009081026539206505,0.009081026539206505,0.14768098720908165,0.14768098720908165,0.10946834776550532,0.10946834776550532,1,0.8834080717488789,9850,238,739,895,32,55,560,21,335,934,238,53,36,39,42,46,25,23,23,118,203,261,956,159,522,53,26,161,124,15,278,18,35,274,987,22,30,51,48,65,41,51,20,264,100,362,18,22,49,92,91
22000,2194,0.0018890239298343658,0.06180249899625778,0.019342022016644478,0.0018890239298343658,0.0018890239298343658,0.1608024989962578,0.1608024989962578,0.11934202201664448,0.11934202201664448,1,0.8865546218487395,10339,238,769,935,33,55,581,23,337,935,240,55,37,39,43,47,25,25,23,121,205,263,958,159,874,54,26,161,125,15,278,20,36,274,988,23,30,51,49,66,42,51,21,266,101,362,19,24,51,93,92
23000,2294,0.004760723561048508,-0.0033701974898576736,0.038370437920093536,0.004760723561048508,0.004760723561048508,0.09562980251014233,0.09562980251014233,0.13837043792009354,0.13837043792009354,0,0.871440195280716,10710,238,933,937,35,56,581,23,337,936,240,218,40,40,45,49,27,26,23,122,206,264,958,160,875,56,28,163,125,15,279,20,38,275,989,23,31,52,49,67,45,51,22,266,102,362,20,24,52,94,93
24000,2394,8.624047040939331e-05,-0.008426535874605179,0.09230569005012512,8.624047040939331e-05,8.624047040939331e-05,0.09057346412539483,0.09057346412539483,0.19230569005012513,0.19230569005012513,0,0.8287107589149649,10876,238,1011,937,35,56,581,23,337,936,241,238,40,41,47,50,28,26,24,122,206,264,959,160,893,56,28,163,126,15,312,20,38,275,989,24,32,53,49,67,46,52,22,266,102,362,20,25,52,96,93
25000,2494,-0.0011348500847816467,-0.001838211202993989,0.20100080966949463,-0.0011348500847816467,0.0011348500847816467,0.09716178879700602,0.09716178879700602,0.3010008096694946,0.3010008096694946,0,0.7904461791878536,11037,238,1053,938,36,56,582,90,337,936,241,268,40,41,48,51,28,26,24,122,207,264,959,162,893,56,28,164,126,17,312,20,38,275,990,25,32,54,51,68,48,52,22,267,102,362,20,26,53,96,93
26000,2594,0.009249377995729446,0.03548400476574898,0.06788529455661774,0.009249377995729446,0.009249377995729446,0.13448400476574898,0.13448400476574898,0.16788529455661774,0.16788529455661774,1,0.7661843624753754,11279,239,1054,948,37,56,582,90,339,938,243,290,40,41,48,53,28,26,24,125,207,264,960,162,894,56,28,164,126,18,312,21,39,276,991,26,33,54,51,68,48,52,22,267,287,362,20,26,54,96,94
27000,2694,-0.001235663890838623,0.059211306273937225,0.04192442074418068,-0.001235663890838623,0.001235663890838623,0.15821130627393723,0.15821130627393723,0.14192442074418068,0.14192442074418068,1,0.7724169620585533,11767,240,1057,974,37,59,583,90,342,939,243,364,41,41,49,54,28,29,24,126,207,264,961,163,895,57,29,253,127,20,315,24,40,277,1004,52,34,55,52,69,48,53,23,267,498,363,20,27,56,97,96
28000,2794,4.199892282485962e-05,0.06101013720035553,-0.002691042609512806,4.199892282485962e-05,4.199892282485962e-05,0.16001013720035553,0.16001013720035553,0.0973089573904872,0.0973089573904872,1,0.7784552845528455,12256,240,1057,976,38,61,584,92,342,939,243,364,42,42,51,55,29,29,25,127,207,264,963,163,896,57,32,253,127,21,319,25,114,278,1006,260,36,55,53,69,49,54,155,269,499,363,21,28,57,130,97
29000,2894,0.001176442950963974,-0.010954929515719414,-0.005852994509041309,0.001176442950963974,0.001176442950963974,0.08804507048428059,0.08804507048428059,0.0941470054909587,0.0941470054909587,0,0.7830310482631417,12736,242,1059,977,38,62,585,92,345,940,243,365,43,44,51,57,29,31,25,128,207,264,965,163,897,58,33,253,406,21,429,26,122,281,1007,261,37,57,53,71,50,58,156,269,499,363,24,29,81,140,99
30000,2994,-0.0004325881600379944,-0.005286610685288906,0.009505517780780792,-0.0004325881600379944,0.0004325881600379944,0.0937133893147111,0.0937133893147111,0.1095055177807808,0.1095055177807808,0,0.7510068289266328,12867,242,1059,979,38,62,585,92,345,940,243,365,43,44,51,58,29,31,26,128,207,264,966,164,897,58,35,253,407,22,429,26,122,281,1008,263,37,57,53,72,51,58,264,269,499,363,24,29,90,140,99
31000,3094,-0.001509353518486023,-0.0032958078663796186,0.03309173882007599,-0.001509353518486023,0.001509353518486023,0.09570419213362039,0.09570419213362039,0.133091738820076,0.133091738820076,0,0.7137486870473768,12911,242,1059,979,38,62,585,92,345,945,243,365,43,44,51,58,29,31,26,128,207,264,966,164,897,58,35,254,407,22,429,27,122,281,1008,270,37,57,53,72,51,58,264,269,499,364,24,29,119,140,99
32000,3194,-0.0010952167212963104,-0.010694529861211777,0.05438888818025589,-0.0010952167212963104,0.0010952167212963104,0.08830547013878823,0.08830547013878823,0.1543888881802559,0.1543888881802559,0,0.6882979845942809,13046,242,1059,979,38,62,586,95,345,945,243,367,44,45,52,58,29,31,26,128,208,264,967,164,897,58,35,254,407,22,430,27,138,281,1008,271,38,57,54,72,51,58,264,269,499,364,25,29,221,140,100
33000,3294,-0.0029739215970039368,0.058264315128326416,0.039540380239486694,-0.0029739215970039368,0.0029739215970039368,0.15726431512832642,0.15726431512832642,0.1395403802394867,0.1395403802394867,1,0.6918738784926942,13495,243,1062,980,41,63,588,96,346,946,244,367,44,47,54,58,29,32,27,129,208,264,969,164,898,59,38,254,408,23,430,27,483,281,1009,272,38,58,54,73,52,59,267,269,500,364,26,30,279,141,102
34000,3394,-0.0012064017355442047,0.055710092186927795,0.03577917069196701,-0.0012064017355442047,0.0012064017355442047,0.1547100921869278,0.1547100921869278,0.13577917069196702,0.13577917069196702,1,0.698436485338928,13982,245,1064,981,44,64,590,98,348,1009,245,368,44,47,55,58,29,32,27,130,208,266,969,166,899,61,39,256,408,24,431,29,485,428,1009,273,40,59,54,75,119,60,269,269,503,364,26,31,438,142,103
35000,3494,0.001149192452430725,0.05762731283903122,0.012889111414551735,0.001149192452430725,0.001149192452430725,0.15662731283903122,0.15662731283903122,0.11288911141455174,0.11288911141455174,1,0.7049539675580886,14472,246,1064,982,44,65,590,118,348,1443,246,368,45,50,55,59,33,33,29,130,209,267,971,167,899,62,39,258,409,24,431,29,485,428,1009,273,41,60,54,76,120,60,269,270,505,365,26,32,439,143,103
36000,3594,4.737824201583862e-05,0.03292796015739441,0.015514060854911804,4.737824201583862e-05,4.737824201583862e-05,0.1319279601573944,0.1319279601573944,0.11551406085491181,0.11551406085491181,1,0.7108639863130881,14958,248,1066,984,44,69,591,118,349,1448,248,372,45,50,57,59,34,34,30,130,210,269,972,167,902,64,39,259,410,24,431,30,486,430,1009,275,42,60,56,77,121,60,616,270,505,365,26,33,527,143,104
37000,3694,-0.0008257925510406494,0.037036020308732986,0.005605114158242941,-0.0008257925510406494,0.0008257925510406494,0.136036020308733,0.136036020308733,0.10560511415824295,0.10560511415824295,1,0.716539086058919,15445,248,1066,985,44,69,593,119,351,1448,250,372,46,50,57,60,35,209,32,131,210,271,974,169,905,64,39,259,531,24,432,32,486,431,1009,277,42,63,58,77,124,60,757,272,506,365,27,34,528,147,107
38000,3794,0.0018842220306396484,0.034682873636484146,0.08030515909194946,0.0018842220306396484,0.0018842220306396484,0.13368287363648415,0.13368287363648415,0.18030515909194947,0.18030515909194947,1,0.7218723095745163,15931,249,1067,985,46,69,593,146,351,1449,250,372,46,51,57,60,36,631,34,132,211,271,975,169,905,64,40,260,532,25,432,33,486,431,1010,279,42,65,59,77,124,61,760,273,506,366,28,34,532,148,109
39000,3894,-0.00016198493540287018,0.0037002002354711294,-0.01940528117120266,-0.00016198493540287018,0.00016198493540287018,0.10270020023547113,0.10270020023547113,0.08059471882879735,0.08059471882879735,1,0.7270070406943276,16418,252,1068,990,47,69,597,146,351,1449,250,372,46,51,58,60,36,845,35,132,213,271,976,169,906,66,40,261,536,27,434,33,486,432,1010,281,44,65,59,78,125,62,761,276,508,367,29,36,750,151,111
40000,3994,0.0025075599551200867,-0.003484533168375492,0.00510062649846077,0.0025075599551200867,0.0025075599551200867,0.09551546683162451,0.09551546683162451,0.10510062649846078,0.10510062649846078,0,0.709955969734536,16608,252,1068,991,48,69,597,148,352,1449,251,375,46,51,58,61,38,846,47,132,214,271,976,170,907,66,40,261,636,27,434,33,486,432,1010,281,45,66,59,78,126,63,761,277,542,367,29,36,773,151,111
41000,4094,0.00017170794308185577,0.0006073853000998497,0.022625725716352463,0.00017170794308185577,0.00017170794308185577,0.09960738530009985,0.09960738530009985,0.12262572571635247,0.12262572571635247,1,0.7012157171901581,16900,252,1068,991,48,72,598,150,353,1451,251,377,46,51,59,61,40,847,47,132,214,272,976,171,908,66,41,261,749,27,435,35,486,433,1011,282,45,66,60,78,126,63,761,278,689,368,30,36,774,151,113
42000,4194,0.0019577927887439728,0.028296679258346558,0.02995298057794571,0.0019577927887439728,0.0019577927887439728,0.12729667925834656,0.12729667925834656,0.12995298057794571,0.12995298057794571,1,0.6849199663016007,17073,253,1068,991,49,72,598,150,353,1451,251,377,48,51,59,179,40,847,47,133,215,272,976,172,909,66,42,261,788,27,435,35,486,433,1011,283,45,66,60,81,126,63,761,278,689,368,31,38,774,152,113
43000,4294,4.396587610244751e-05,0.03282662108540535,0.03804554045200348,4.396587610244751e-05,4.396587610244751e-05,0.13182662108540535,0.13182662108540535,0.13804554045200348,0.13804554045200348,1,0.6903180156452691,17561,255,1069,991,50,74,600,150,355,1452,251,377,49,51,60,617,40,849,48,134,216,274,976,173,911,69,43,262,789,27,435,37,487,433,1012,283,47,66,63,82,127,64,762,280,691,369,33,39,774,152,113
44000,4394,0.0006057098507881165,0.032455675303936005,-0.0028707440942525864,0.0006057098507881165,0.0006057098507881165,0.131455675303936,0.131455675303936,0.09712925590574742,0.09712925590574742,1,0.695606936416185,18051,256,1070,991,50,76,601,467,357,1455,253,377,49,52,63,729,42,849,48,135,216,278,976,176,911,70,45,263,792,28,437,39,489,434,1012,283,48,68,66,82,128,66,762,281,691,370,34,42,776,154,113
45000,4494,-0.0005638487637042999,0.030541811138391495,0.04213252663612366,-0.0005638487637042999,0.0005638487637042999,0.1295418111383915,0.1295418111383915,0.14213252663612366,0.14213252663612366,1,0.7004610036275696,18537,256,1070,993,51,76,601,689,357,1682,253,378,51,52,63,730,42,849,49,136,216,278,976,176,913,70,47,263,794,30,437,40,489,434,1014,283,49,69,68,83,129,67,763,282,692,371,35,43,777,156,114
46000,4594,0.0010761246085166931,0.030720992013812065,0.015436271205544472,0.0010761246085166931,0.0010761246085166931,0.12972099201381207,0.12972099201381207,0.11543627120554448,0.11543627120554448,1,0.7053458886334989,19026,257,1071,993,51,77,602,690,358,2128,253,381,51,54,63,731,43,849,51,137,216,279,977,176,913,70,47,264,797,30,438,43,491,434,1014,284,50,71,70,86,130,67,765,282,693,371,35,45,777,157,114
47000,4694,-0.00041411444544792175,0.03127394989132881,0.02856636978685856,-0.00041411444544792175,0.00041411444544792175,0.13027394989132882,0.13027394989132882,0.12856636978685856,0.12856636978685856,1,0.7099356059227999,19514,257,1073,994,52,77,603,691,359,2297,253,383,51,55,64,732,44,849,53,138,216,279,978,177,915,73,49,264,800,30,439,44,492,687,1015,285,52,87,70,86,132,68,769,282,693,373,35,49,777,157,115
48000,4794,0.0003636851906776428,0.030865900218486786,0.0043895430862903595,0.0003636851906776428,0.0003636851906776428,0.1298659002184868,0.1298659002184868,0.10438954308629037,0.10438954308629037,1,0.7143469409621772,20001,258,1074,995,53,77,604,692,364,2370,256,384,53,58,65,733,45,850,55,140,216,280,978,177,915,73,49,265,800,30,439,46,492,984,1018,287,52,87,71,159,132,68,771,284,693,373,36,49,777,158,116
49000,4894,-0.0007178112864494324,0.007756531238555908,0.10881015658378601,-0.0007178112864494324,0.0007178112864494324,0.10675653123855591,0.10675653123855591,0.20881015658378602,0.20881015658378602,1,0.7187302700806735,20491,260,1075,996,57,77,605,693,366,2372,259,385,53,343,66,733,47,852,57,141,217,282,980,177,915,74,50,266,800,32,441,47,494,985,1018,287,52,89,71,309,136,68,771,285,694,373,36,51,777,159,117
50000,4994,-0.0005391985177993774,0.007454881444573402,-0.030389390885829926,-0.0005391985177993774,0.0005391985177993774,0.10645488144457341,0.10645488144457341,0.06961060911417008,0.06961060911417008,1,0.7228654124457308,20979,260,1076,997,58,77,607,765,367,2372,260,386,53,620,66,735,48,853,58,160,217,285,981,177,915,74,50,268,801,33,443,48,496,985,1018,290,54,89,75,309,137,68,848,286,694,374,37,52,778,159,119
