environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples,action_2_samples,action_3_samples,action_4_samples,action_5_samples,action_6_samples,action_7_samples,action_8_samples,action_9_samples,action_10_samples,action_11_samples,action_12_samples,action_13_samples,action_14_samples,action_15_samples,action_16_samples,action_17_samples,action_18_samples,action_19_samples,action_20_samples,action_21_samples,action_22_samples,action_23_samples,action_24_samples,action_25_samples,action_26_samples,action_27_samples,action_28_samples,action_29_samples,action_30_samples,action_31_samples,action_32_samples,action_33_samples,action_34_samples,action_35_samples,action_36_samples,action_37_samples,action_38_samples,action_39_samples,action_40_samples,action_41_samples,action_42_samples,action_43_samples,action_44_samples,action_45_samples,action_46_samples,action_47_samples,action_48_samples,action_49_samples
11000,1094,0.00031839124858379364,0.034300364553928375,0.05480651557445526,0.00031839124858379364,0.00031839124858379364,0.13330036455392838,0.13330036455392838,0.15480651557445527,0.15480651557445527,1,0.3113601144355704,2612,6,69,6,2,23,7,189,10,4,25,12,5,2,5,7,175,222,4,15,34,6,3,123,6,147,106,2,157,232,6,62,3,2,7,64,116,53,10,61,20,40,109,3,13,311,26,11,7,24,59
12000,1194,-0.003606390208005905,-0.08512642234563828,0.044332269579172134,-0.003606390208005905,0.003606390208005905,0.01387357765436173,0.01387357765436173,0.14433226957917214,0.14433226957917214,0,0.30616020896821944,2813,6,69,7,2,23,7,271,10,12,26,12,5,2,6,8,175,222,5,16,34,6,3,123,6,147,107,3,157,233,6,158,4,3,8,64,116,53,10,61,20,40,110,3,14,311,26,11,7,25,59
13000,1294,0.007870243862271309,-0.012339185923337936,0.09016944468021393,0.007870243862271309,0.007870243862271309,0.08666081407666207,0.08666081407666207,0.19016944468021393,0.19016944468021393,0,0.2809143758005715,2851,6,69,7,2,23,7,271,10,12,26,12,5,2,6,8,175,222,5,16,34,6,3,123,6,148,108,3,157,233,6,158,4,3,8,64,117,62,10,62,20,41,110,3,14,311,26,11,7,50,59
14000,1394,-0.00040587596595287323,0.0400356762111187,0.01740659400820732,-0.00040587596595287323,0.00040587596595287323,0.1390356762111187,0.1390356762111187,0.11740659400820733,0.11740659400820733,1,0.3104642456008985,3317,8,69,9,16,23,8,272,10,13,27,12,8,3,6,8,175,413,7,16,35,9,4,124,6,368,110,3,157,234,6,159,8,5,10,64,117,62,10,62,20,42,111,3,14,313,27,11,7,52,60
15000,1494,-0.00034978799521923065,0.017916452139616013,0.06909780949354172,-0.00034978799521923065,0.00034978799521923065,0.11691645213961602,0.11691645213961602,0.16909780949354172,0.16909780949354172,1,0.3397642015005359,3804,8,72,9,29,23,9,273,12,13,28,12,8,5,7,10,176,559,8,17,36,9,5,124,6,368,111,4,158,234,6,160,9,5,12,65,117,124,12,63,22,42,339,3,16,315,28,13,8,52,60
16000,1594,-0.009265998378396034,-0.11571091413497925,0.1058751568198204,-0.009265998378396034,0.009265998378396034,-0.016710914134979243,0.016710914134979243,0.2058751568198204,0.2058751568198204,0,0.35100903487292073,4157,8,73,10,29,23,9,273,12,14,29,13,9,5,7,11,177,606,9,18,36,10,7,126,7,369,112,4,238,235,7,161,10,6,15,65,118,261,14,63,23,43,340,4,18,316,28,13,8,104,61
17000,1694,0.0038498081266880035,0.049673326313495636,0.005132880061864853,0.0038498081266880035,0.0038498081266880035,0.14867332631349564,0.14867332631349564,0.10513288006186486,0.10513288006186486,1,0.3563906175203447,4467,9,73,10,29,23,9,273,13,14,30,13,9,5,8,11,179,607,9,18,36,11,7,127,8,370,112,4,468,237,9,162,11,7,15,65,121,263,16,63,23,43,389,6,19,317,28,13,8,105,61
18000,1794,0.005075874738395214,-0.04393056407570839,0.01753353327512741,0.005075874738395214,0.005075874738395214,0.055069435924291615,0.055069435924291615,0.11753353327512742,0.11753353327512742,0,0.33968442988984815,4564,9,74,10,30,29,9,273,14,20,30,13,9,5,8,11,179,607,10,18,37,11,7,127,8,370,112,4,468,237,9,162,11,10,16,67,121,263,16,78,23,43,445,6,19,317,28,13,9,108,61
19000,1894,-0.0010277628898620605,-0.030985096469521523,0.08340232819318771,-0.0010277628898620605,0.0010277628898620605,0.06801490353047848,0.06801490353047848,0.18340232819318772,0.18340232819318772,0,0.31999444212866474,4606,9,74,10,30,29,9,273,14,20,30,13,11,5,8,11,179,607,11,18,37,11,7,127,8,370,112,4,468,237,10,162,11,10,16,67,121,263,16,80,24,43,455,6,19,317,28,13,9,133,61
20000,1994,-0.003277946263551712,-0.0005018878728151321,0.09397755563259125,-0.003277946263551712,0.003277946263551712,0.09849811212718487,0.09849811212718487,0.19397755563259125,0.19397755563259125,1,0.3263262599469496,4921,9,75,10,31,29,9,273,15,20,30,13,11,5,8,12,179,608,11,19,38,12,8,127,8,586,112,4,468,237,10,162,13,12,16,67,122,263,16,80,27,45,455,6,20,319,28,13,9,207,63
21000,2094,0.001063736155629158,-0.02991633675992489,0.02183537930250168,0.001063736155629158,0.001063736155629158,0.06908366324007512,0.06908366324007512,0.12183537930250168,0.12183537930250168,0,0.31037064769749156,4974,9,75,10,31,29,9,273,15,20,30,13,11,5,8,22,179,608,11,19,38,12,8,127,9,619,112,4,469,237,10,162,13,12,16,67,123,263,16,80,27,45,455,7,20,319,28,14,9,207,69
22000,2194,0.0006408262997865677,-0.06397774815559387,0.008774267509579659,0.0006408262997865677,0.0006408262997865677,0.03502225184440613,0.03502225184440613,0.10877426750957966,0.10877426750957966,0,0.29609991752091436,5026,9,75,10,31,30,9,273,15,20,30,13,11,6,8,32,179,608,11,19,38,13,8,127,9,619,112,4,469,238,10,162,14,12,16,67,123,263,16,80,27,45,455,7,20,355,28,14,10,207,69
23000,2294,-0.0025438256561756134,-0.00974852591753006,0.052516546100378036,-0.0025438256561756134,0.0025438256561756134,0.08925147408246994,0.08925147408246994,0.15251654610037804,0.15251654610037804,0,0.28312412831241285,5075,9,75,10,31,30,9,274,15,20,30,13,11,6,8,32,180,608,11,19,38,13,8,127,9,619,112,4,469,239,11,162,14,12,16,67,123,264,16,80,27,45,455,7,20,371,28,15,37,207,69
24000,2394,-0.0009701643139123917,0.023698335513472557,0.003935829736292362,-0.0009701643139123917,0.0009701643139123917,0.12269833551347256,0.12269833551347256,0.10393582973629237,0.10393582973629237,1,0.29896628240515233,5524,10,76,10,31,33,9,275,16,20,30,15,11,8,9,32,182,609,13,19,39,14,8,127,9,619,113,4,470,241,11,163,15,12,17,67,125,266,16,82,27,46,456,8,21,372,31,15,443,209,69
25000,2494,-0.002020462416112423,-0.06355123966932297,0.003834374248981476,-0.002020462416112423,0.002020462416112423,0.03544876033067704,0.03544876033067704,0.10383437424898148,0.10383437424898148,0,0.2993762993762994,5760,11,77,10,151,34,9,279,16,20,30,16,12,8,9,33,183,610,13,20,39,15,8,127,29,621,113,4,471,242,13,163,16,13,17,67,125,266,16,82,27,46,456,8,22,372,49,15,498,210,69
26000,2594,-0.0009361035190522671,-0.03187302127480507,-0.001963658258318901,-0.0009361035190522671,0.0009361035190522671,0.06712697872519494,0.06712697872519494,0.0980363417416811,0.0980363417416811,0,0.2877024416819375,5809,12,77,10,158,34,9,316,16,20,30,16,12,8,9,34,183,610,13,20,39,15,8,127,29,621,113,5,471,242,14,163,16,13,17,67,125,266,16,82,27,47,456,8,22,372,49,15,498,210,69
27000,2694,-0.0011725230142474174,-0.004441886208951473,0.07078897953033447,-0.0011725230142474174,0.0011725230142474174,0.09455811379104853,0.09455811379104853,0.17078897953033448,0.17078897953033448,0,0.2771392081736909,5859,12,77,10,198,34,9,324,16,20,30,16,12,8,9,34,183,611,13,20,39,15,9,127,29,621,113,5,471,242,14,163,16,13,17,67,125,266,16,82,27,47,456,8,22,372,49,15,498,210,69
28000,2794,-0.0005155839025974274,0.0007930081337690353,0.0221584290266037,-0.0005155839025974274,0.0005155839025974274,0.09979300813376904,0.09979300813376904,0.1221584290266037,0.1221584290266037,1,0.2913207895222284,6317,13,77,10,198,36,12,729,18,20,30,19,13,8,11,37,183,614,13,22,40,15,9,127,31,622,115,5,472,243,15,165,17,14,17,68,126,267,16,82,28,48,456,10,24,374,50,15,500,210,72
29000,2894,5.400693044066429e-05,-0.020024733617901802,0.02911333180963993,5.400693044066429e-05,5.400693044066429e-05,0.0789752663820982,0.0789752663820982,0.12911333180963994,0.12911333180963994,0,0.28351405178136757,6406,13,77,10,227,36,12,763,19,31,30,20,14,8,11,37,183,614,14,23,40,15,9,127,31,622,115,5,473,243,15,165,17,14,17,68,126,267,16,82,29,48,456,11,24,374,50,15,500,217,72
30000,2994,0.0003947066143155098,-0.00975874625146389,-0.01571173220872879,0.0003947066143155098,0.0003947066143155098,0.08924125374853611,0.08924125374853611,0.08428826779127122,0.08428826779127122,0,0.27686741859970204,6505,13,77,10,240,36,12,834,19,31,30,20,14,8,11,37,184,614,14,23,40,16,10,127,31,622,115,5,474,245,15,165,17,14,17,68,126,267,16,83,30,48,456,11,24,374,50,15,500,225,72
31000,3094,0.0008763893274590373,-0.062030255794525146,0.05305865406990051,0.0008763893274590373,0.0008763893274590373,0.03696974420547486,0.03696974420547486,0.15305865406990052,0.15305865406990052,0,0.26768626809519913,6546,13,77,10,240,36,12,834,19,43,30,20,14,8,11,37,184,614,14,23,40,16,10,127,31,622,115,6,474,245,30,165,17,15,17,68,126,267,16,92,30,48,456,11,24,374,50,15,500,228,72
32000,3194,-0.00022413281840272248,-0.10975604504346848,0.028829118236899376,-0.00022413281840272248,0.00022413281840272248,-0.01075604504346847,0.01075604504346847,0.12882911823689938,0.12882911823689938,0,0.25943563304340983,6592,13,77,10,240,36,12,834,19,55,30,20,14,8,11,37,184,614,15,23,40,16,10,127,31,622,115,6,475,245,58,165,17,15,17,68,126,267,17,92,30,48,456,12,24,374,51,15,500,228,72
33000,3294,-0.0003016949922312051,-0.017499735578894615,0.1115679144859314,-0.0003016949922312051,0.0003016949922312051,0.08150026442110539,0.08150026442110539,0.2115679144859314,0.2115679144859314,0,0.2519443074471717,6641,13,77,10,240,36,12,834,19,55,30,20,14,8,11,37,184,614,15,23,40,17,10,127,31,622,115,52,475,245,60,166,17,15,17,68,126,267,17,92,30,48,456,12,24,374,51,15,500,228,72
34000,3394,-0.0018058866262435913,0.016930656507611275,0.21471014618873596,-0.0018058866262435913,0.0018058866262435913,0.11593065650761128,0.11593065650761128,0.31471014618873594,0.31471014618873594,1,0.25687564690226233,6949,14,77,10,240,36,13,834,19,56,31,21,15,8,12,38,184,614,16,23,41,17,10,127,31,622,115,331,475,246,61,167,18,17,17,70,126,269,19,93,31,48,456,13,26,375,51,15,500,228,72
35000,3494,-0.00026794199948199093,0.022102728486061096,0.1031876653432846,-0.00026794199948199093,0.00026794199948199093,0.1211027284860611,0.1211027284860611,0.2031876653432846,0.2031876653432846,1,0.2696339826604273,7433,15,78,10,285,37,14,836,20,57,32,22,15,9,13,38,185,614,17,23,42,17,10,129,31,622,117,741,475,247,63,168,18,17,17,70,126,269,21,93,32,49,456,13,26,376,51,16,500,228,73
36000,3594,0.0015161986229941249,0.03496626764535904,-0.007691219449043274,0.0015161986229941249,0.0015161986229941249,0.13396626764535904,0.13396626764535904,0.09230878055095673,0.09230878055095673,1,0.28208689458689457,7921,15,79,11,587,37,14,838,23,59,32,22,17,9,14,38,185,616,17,25,46,19,18,129,32,624,118,869,475,247,64,168,18,20,18,70,126,270,23,95,33,52,457,13,27,376,53,17,501,229,75
37000,3694,0.00015851701027713716,-0.0031511953566223383,-0.003843795508146286,0.00015851701027713716,0.00015851701027713716,0.09584880464337767,0.09584880464337767,0.09615620449185372,0.09615620449185372,0,0.29108800334984997,8342,15,80,11,587,39,14,840,23,60,35,22,20,10,15,39,185,617,17,25,46,20,327,132,32,625,118,870,477,248,65,169,18,20,19,71,203,271,24,95,33,52,458,13,27,376,53,17,503,230,76
38000,3794,-0.0005340361967682838,-0.010693787597119808,0.026335150003433228,-0.0005340361967682838,0.0005340361967682838,0.0883062124028802,0.0883062124028802,0.12633515000343323,0.12633515000343323,0,0.28352361007903804,8394,15,80,11,587,39,14,840,23,60,35,22,20,11,15,39,185,617,17,25,46,20,372,132,32,625,118,870,477,248,65,169,18,20,19,71,208,271,25,95,33,52,458,13,27,376,53,17,503,230,76
39000,3894,-4.277954985809629e-07,0.01156700775027275,-0.02239704690873623,-4.277954985809629e-07,4.277954985809629e-07,0.11056700775027276,0.11056700775027276,0.07760295309126378,0.07760295309126378,1,0.2812931204415533,8562,15,81,11,587,39,15,841,24,61,36,24,20,12,15,39,185,618,17,26,46,20,522,132,32,625,118,870,477,248,66,169,18,20,19,72,208,271,25,96,34,52,458,13,27,376,53,17,505,230,77
40000,3994,-0.0008864507544785738,-0.01595163717865944,-0.0259361881762743,-0.0008864507544785738,0.0008864507544785738,0.08304836282134057,0.08304836282134057,0.0740638118237257,0.0740638118237257,0,0.2804917088161854,8762,16,82,11,587,39,15,844,24,62,37,25,20,13,16,39,186,618,17,26,46,20,579,132,32,625,118,870,589,248,66,172,18,20,19,73,208,283,26,96,34,52,458,13,28,376,54,17,505,230,78
41000,4094,0.0004658214165829122,0.021599799394607544,0.07909230142831802,0.0004658214165829122,0.0004658214165829122,0.12059979939460755,0.12059979939460755,0.17909230142831803,0.17909230142831803,1,0.2873649836724441,9152,18,82,13,589,41,16,846,26,62,37,27,20,15,17,39,188,618,19,27,49,20,915,132,35,627,118,872,589,248,68,172,18,21,19,74,211,284,28,97,34,52,459,15,30,377,55,18,505,231,79
42000,4194,-0.001394835882820189,0.0015019563725218177,0.004434776492416859,-0.001394835882820189,0.001394835882820189,0.10050195637252182,0.10050195637252182,0.10443477649241686,0.10443477649241686,1,0.297929542645241,9641,19,84,14,590,41,17,846,27,63,37,28,21,16,20,39,189,619,19,28,49,20,1154,132,38,629,121,874,590,248,68,195,18,23,21,77,211,287,198,101,35,53,463,17,30,379,55,20,505,232,80
43000,4294,-1.615897417650558e-05,-0.029032820835709572,0.0007260851562023163,-1.615897417650558e-05,1.615897417650558e-05,0.06996717916429043,0.06996717916429043,0.10072608515620232,0.10072608515620232,0,0.29583534233365477,9817,19,84,15,590,41,17,846,27,63,37,28,21,16,20,40,189,619,19,28,50,20,1155,163,39,629,121,874,590,248,68,326,18,23,21,78,212,291,198,101,35,54,464,17,30,379,55,21,505,232,80
44000,4394,-5.8040356520905334e-08,-0.036088503897190094,-0.01825081557035446,-5.8040356520905334e-08,5.8040356520905334e-08,0.06291149610280991,0.06291149610280991,0.08174918442964554,0.08174918442964554,0,0.2891128559709364,9868,19,84,15,590,53,17,846,27,63,37,28,21,16,21,40,189,619,19,28,50,20,1155,190,40,629,121,874,590,248,68,326,18,23,21,86,212,291,198,102,35,54,464,17,31,379,55,21,505,233,80
45000,4494,4.4442011182255214e-10,-0.03441885486245155,0.0031678546220064163,4.4442011182255214e-10,4.4442011182255214e-10,0.06458114513754845,0.06458114513754845,0.10316785462200642,0.10316785462200642,0,0.28241664291821034,9910,19,84,15,590,53,17,846,27,63,37,28,21,16,21,40,190,619,19,28,60,20,1164,196,40,629,121,874,590,248,68,326,18,24,21,99,212,292,198,102,35,54,464,17,31,379,55,22,505,233,80
46000,4594,-0.0007110745063982904,-0.0181724913418293,0.0057030972093343735,-0.0007110745063982904,0.0007110745063982904,0.0808275086581707,0.0808275086581707,0.10570309720933438,0.10570309720933438,0,0.27572244716845085,9942,19,84,15,590,53,17,846,27,63,37,28,21,16,21,40,190,619,19,28,76,20,1166,196,52,629,121,874,590,248,68,326,18,24,21,99,212,292,199,102,35,54,464,17,31,379,55,22,506,233,80
47000,4694,-0.0009880871511995792,-0.02258235029876232,0.016578756272792816,-0.0009880871511995792,0.0009880871511995792,0.07641764970123768,0.07641764970123768,0.11657875627279282,0.11657875627279282,0,0.2700986353195514,9995,19,84,15,590,53,18,846,28,63,38,28,21,16,21,40,190,619,19,29,89,20,1166,196,85,629,121,875,590,248,68,326,18,24,21,101,212,292,199,102,35,54,464,17,31,379,55,22,506,233,80
48000,4794,-3.788700996665284e-05,-0.010672920383512974,0.03918442875146866,-3.788700996665284e-05,3.788700996665284e-05,0.08832707961648703,0.08832707961648703,0.13918442875146866,0.13918442875146866,0,0.26475548060708265,10048,20,84,15,590,53,18,846,28,63,38,29,21,16,21,40,190,619,19,30,117,20,1166,196,85,629,121,875,590,248,68,326,19,24,21,121,212,292,199,102,36,54,464,17,31,379,55,22,506,233,80
49000,4894,-0.0005211374373175204,0.011220160871744156,0.03669554367661476,-0.0005211374373175204,0.0005211374373175204,0.11022016087174416,0.11022016087174416,0.13669554367661477,0.13669554367661477,1,0.2701539737674322,10422,20,85,15,590,53,21,847,28,63,39,29,186,16,22,41,191,619,20,30,293,21,1168,197,85,631,122,875,590,249,69,327,19,24,22,121,213,293,199,102,36,56,465,18,33,380,55,24,507,233,80
50000,4994,0.0007558301440440118,0.012132772244513035,0.04358336701989174,0.0007558301440440118,0.0007558301440440118,0.11113277224451304,0.11113277224451304,0.14358336701989174,0.14358336701989174,1,0.2766104118262823,10834,20,86,15,594,53,21,847,28,64,39,29,440,16,22,42,192,619,22,31,296,23,1169,197,87,632,122,878,590,249,69,328,21,24,24,201,214,294,199,102,36,57,467,18,34,380,56,65,508,233,80
